id;category_affiliation_probability_flag;id_2009_A_and_A_498_961_R;binary_system_component;icrs_ra;icrs_ra_error;icrs_dec;icrs_dec_error;gal_longitude;gal_latitude;alpha;delta;B;B_error;B_quality;B_uncertainty_flag;B-V;B-V_error;B-V_quality;B-V_uncertainty_flag;b-y;b-y_error;b-y_quality;b-y_uncertainty_flag;B1;B1_error;B1_quality;B1_uncertainty_flag;B1-B2;B1-B2_error;B1-B2_quality;B1-B2_uncertainty_flag;B2;B2_error;B2_quality;B2_uncertainty_flag;B2-G;B2-G_error;B2-G_quality;B2-G_uncertainty_flag;BP;BP_error;BP_quality;BP_uncertainty_flag;c1;c1_error;c1_quality;c1_uncertainty_flag;D;D_error;D_quality;D_uncertainty_flag;D(V1-G);D(V1-G)_error;D(V1-G)_quality;D(V1-G)_uncertainty_flag;Delta;Delta_error;Delta_quality;Delta_uncertainty_flag;Delta a;Delta a_error;Delta a_quality;Delta a_uncertainty_flag;g';g'_error;g'_quality;g'_uncertainty_flag;G;G_error;G_quality;G_uncertainty_flag;H;H_error;H_quality;H_uncertainty_flag;Hp;Hp_error;Hp_quality;Hp_uncertainty_flag;Hβ;Hβ_error;Hβ_quality;Hβ_uncertainty_flag;i';i'_error;i'_quality;i'_uncertainty_flag;J;J_error;J_quality;J_uncertainty_flag;K;K_error;K_quality;K_uncertainty_flag;m1;m1_error;m1_quality;m1_uncertainty_flag;r';r'_error;r'_quality;r'_uncertainty_flag;RP;RP_error;RP_quality;RP_uncertainty_flag;U;U_error;U_quality;U_uncertainty_flag;U-B;U-B_error;U-B_quality;U-B_uncertainty_flag;U-B1;U-B1_error;U-B1_quality;U-B1_uncertainty_flag;U-B2;U-B2_error;U-B2_quality;U-B2_uncertainty_flag;V;V_error;V_quality;V_uncertainty_flag;V-I;V-I_error;V-I_quality;V-I_uncertainty_flag;V1;V1_error;V1_quality;V1_uncertainty_flag;V1-G;V1-G_error;V1-G_quality;V1-G_uncertainty_flag;VM;VM_error;VM_quality;VM_uncertainty_flag;X;X_error;X_quality;X_uncertainty_flag;Y;Y_error;Y_quality;Y_uncertainty_flag;Z;Z_error;Z_quality;Z_uncertainty_flag
6997;?;52530;;299.7156665;0.033;37.7369691;0.037;73.5568226;4.3006343;19 58 51.757;+37 44 13.09;;;;;;;;;;;;;;;;;;;;;;;;;8.5207;0.085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6998;?;51970;;299.7212127;0.019;-68.7629089;0.033;326.8490933;-31.2335533;19 58 52.983;-68 45 45.26;;;;;0.164;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6999;;52430;;299.7434477;0.011;14.1114856;0.01;53.3480464;-8.0194844;19 58 58.429;+14 06 41.50;10.022;0.068;;;;;;;;;;;;;;;;;;;;;;;9.745;0.093;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7000;;52790;;299.7485731;0.029;67.4720638;0.026;100.1483901;18.7915509;19 58 59.585;+67 28 19.47;;;;;0.249;0.007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7001;;52440;;299.7780175;0.017;10.0011166;0.011;49.7754221;-10.129399;19 59 06.718;+10 00 04.35;9.475;0.0;;;0.288;0.005;;;;;;;;;;;;;;;;;;;9.164;0.305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7002;;52480;A;299.7828781;0.025;17.9712515;0.024;56.7049412;-6.0698307;19 59 07.899;+17 58 16.67;10.265;0.142;;;;;;;;;;;;;;;;;;;;;;;11.8469;0.232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7003;*;52560;;299.803019;0.014;38.8804508;0.017;74.5725267;4.8364946;19 59 12.693;+38 52 49.45;;;;;0.272;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7004;?;52618;;299.8140127;0.039;52.0557027;0.048;86.0406009;11.5374275;19 59 15.361;+52 03 20.64;;;;;-0.183;0.007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7005;;52570;;299.8223696;0.385;35.8620084;0.463;71.9979118;3.2503107;19 59 17.363;+35 51 43.20;9.613;0.0;;;;;;;;;;;;;;;;;;;;;;;9.6132;0.093;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7006;?;52545;;299.8267526;0.012;29.5818085;0.014;66.6480994;-0.0437369;19 59 18.424;+29 34 54.73;11.619;0.058;;;;;;;;;;;;;;;;;;;;;;;11.4305;0.128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7007;?;52613;A;299.8351596;0.152;45.7724584;0.178;80.5325618;8.366329;19 59 20.413;+45 46 21.06;;;;;0.185;0.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7008;?;52590;;299.8760351;0.012;38.6244969;0.013;74.3828757;4.6547434;19 59 30.250;+38 37 28.28;10.094;0.074;;;;;;;;;;;;;;;;;;;;;;;9.9824;0.049;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7009;?;52580;;299.8997024;0.023;32.8948691;0.026;69.5012763;1.6420304;19 59 35.923;+32 53 41.62;;;;;-0.1;;;;;;;;;;;;;;;;;;;;7.4637;0.077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7010;?;52405;;299.9340681;0.017;-23.6789211;0.013;17.917168;-24.9889281;19 59 44.171;-23 40 43.78;10.335;0.038;;;;;;;;;;;;;;;;;;;;;;;10.1445;0.315;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7011;?;52610;;299.9367844;0.01;37.9731564;0.01;73.8501984;4.2746215;19 59 44.822;+37 58 23.40;11.005;0.118;;;;;;;;;;;;;;;;;;;;;;;10.9541;0.084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7012;?;52320;;299.9645743;0.066;-34.6981085;0.049;6.165145;-28.3454035;19 59 51.365;-34 41 52.24;;;;;0.17;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7013;;52270;;299.991515;0.017;-48.1904957;0.015;350.9222445;-30.9740909;19 59 57.941;-48 11 25.40;9.187;0.073;;;;;;;0.981;;;;-0.404;;;;1.385;;;;-0.34;;;;9.0113;0.563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7014;?;52620;;300.0433968;0.011;38.7775923;0.013;74.5822606;4.6230662;20 00 10.414;+38 46 39.33;;;;;0.321;0.021;;;;;;;;;;;;;;;;;;;8.8079;0.227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7015;?;52615;;300.1169499;0.011;30.001343;0.013;67.1373779;-0.0373468;20 00 28.062;+30 00 04.69;11.667;0.093;;;;;;;;;;;;;;;;;;;;;;;11.4332;0.103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7016;;52350;;300.1281479;0.022;-44.0528124;0.019;355.6994985;-30.4596978;20 00 30.762;-44 03 10.39;8.919;0.01;;;0.31;;;;;;;;;;;;;;;;;;;;8.7461;0.125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7017;?;52617;;300.144021;1.422;30.0245801;1.559;67.1694799;-0.0450224;20 00 34.571;+30 01 28.62;11.202;0.087;;;;;;;;;;;;;;;;;;;;;;;10.9609;0.156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7018;;52410;;300.1938317;0.028;-43.1036835;0.027;356.7931097;-30.3438514;20 00 46.504;-43 06 13.12;10.217;0.022;;;;;;;0.874;;;;-0.63;;;;1.504;;;;-0.629;;;;10.2416;0.113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7019;;52490;;300.2353574;0.017;-26.7227278;0.013;14.8346148;-26.2597445;20 00 56.472;-26 43 22.04;;;;;;;;;;;;;;;;;;;;;;;;;9.362;0.169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7020;*;52650;;300.2754928;0.062;27.7535908;0.072;65.3006459;-1.3406916;20 01 06.037;+27 45 12.83;;;;;0.184;0.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7021;?;52690;;300.2820196;0.013;39.5409041;0.014;75.3323313;4.8641483;20 01 07.646;+39 32 27.05;;;;;0.225;0.017;;;;;;;;;;;;;;;;;;;8.6786;0.507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7022;;52330;;300.2953438;0.027;-53.067931;0.021;345.2631797;-31.6497929;20 01 10.888;-53 04 04.43;9.75;0.0;;;;;;;;;;;;;;;;;;;;;;;9.6198;0.107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7023;?;52450;;300.3578324;0.032;-42.8559842;0.027;357.1002493;-30.418316;20 01 25.865;-42 51 21.50;9.082;0.014;;;;;;;0.822;;;;-0.736;;;;1.558;;;;-0.71;;;;9.1755;0.193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7024;;52810;;300.4448948;0.048;45.4767144;0.054;80.4970909;7.8485793;20 01 46.712;+45 28 35.97;;;;;0.313;0.004;;;0.975;;;;-0.418;;;;1.393;;;;-0.289;;;;7.6159;0.629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7025;;52670;;300.4634628;0.04;19.3013198;0.039;58.1845949;-5.9301882;20 01 51.229;+19 18 04.85;9.005;0.117;;;;;;;;;;;;;;;;;;;;;;;8.9251;0.107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7026;?;52760;;300.4738762;0.013;38.7078626;0.015;74.6990822;4.3005278;20 01 53.724;+38 42 28.39;10.784;0.13;;;;;;;;;;;;;;;;;;;;;;;10.6434;0.059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7027;?;52520;;300.4775011;0.019;-40.5921713;0.016;359.6940357;-30.0824603;20 01 54.591;-40 35 31.73;10.475;0.038;;;;;;;;;;;;;;;;;;;;;;;10.3061;0.149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7028;?;52780;;300.4839636;0.011;39.1853412;0.011;75.1106559;4.5447857;20 01 56.152;+39 11 07.28;10.52;0.302;;;;;;;;;;;;;;;;;;;;;;;10.5996;0.061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7029;?;52770;A;300.4966681;0.016;38.6653914;0.018;74.6722372;4.263062;20 01 59.204;+38 39 55.22;8.679;0.387;;;;;;;;;;;;;;;;;;;;;;;8.6001;0.018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7030;;52540;;300.5427778;0.035;-44.4661891;0.029;355.2816243;-30.8199695;20 02 10.241;-44 27 58.27;7.815;0.023;;;-0.04;;;;0.863;;;;-0.648;;;;1.511;;;;-0.678;;;;7.8883;0.196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7031;;52830;;300.565357;0.046;38.9645788;0.053;74.9556315;4.3749579;20 02 15.679;+38 57 52.60;10.514;0.115;;;;;;;;;;;;;;;;;;;;;;;10.3666;0.085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7032;?;52800;;300.5690084;0.015;34.7072543;0.018;71.3356129;2.1246007;20 02 16.560;+34 42 26.07;9.123;0.0;;;0.0;;;;;;;;;;;;;;;;;;;;9.2052;0.041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7033;?;52820;;300.5792776;0.559;36.4199716;0.608;72.795022;3.0234528;20 02 19.024;+36 25 12.16;9.44;0.0;;;;;;;;;;;;;;;;;;;;;;;9.182;0.099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7034;;52500;;300.5832607;0.018;-48.9870563;0.017;350.0518612;-31.4574379;20 02 19.978;-48 59 13.13;10.309;0.039;;;;;;;0.974;;;;-0.419;;;;1.393;;;;-0.349;;;;10.1354;0.227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7035;?;52870;A;300.6336281;0.011;39.6841987;0.013;75.5973605;4.7087384;20 02 32.072;+39 41 03.23;;;;;;;;;;;;;;;;;;;;;;;;;10.2254;0.164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7036;?;52860;;300.639729;0.012;37.5912771;0.014;73.8167262;3.6012948;20 02 33.534;+37 35 28.63;9.83;0.302;;;;;;;;;;;;;;;;;;;;;;;9.7191;0.066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7037;*;52730;;300.6613833;0.02;15.3606584;0.018;54.8911224;-8.1396364;20 02 38.726;+15 21 38.26;8.215;0.047;;;-0.011;0.012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7038;;52880;;300.6942448;0.016;37.8128168;0.019;74.0280407;3.6817099;20 02 46.602;+37 48 46.13;;;;;0.259;0.008;;;0.941;;;;-0.48;;;;1.421;;;;-0.348;;;;7.0075;0.122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7039;;52900;;300.7269443;0.009;38.0216531;0.011;74.2193671;3.7701796;20 02 54.453;+38 01 17.80;10.515;0.111;;;;;;;;;;;;;;;;;;;;;;;10.348;0.204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7040;;52665;;300.7321772;0.017;-15.1872118;0.013;26.835698;-22.5231383;20 02 55.723;-15 11 13.78;;;;;;;;;;;;;;;;;;;;;;;;;9.1164;0.056;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7041;;52700;;300.7474273;0.03;-6.4309007;0.021;35.3233739;-18.8273696;20 02 59.384;-06 25 51.27;10.352;0.044;;;;;;;0.985;;;;-0.402;;;;1.387;;;;-0.216;;;;10.1322;0.049;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7042;?;52920;;300.7498133;0.012;38.4579104;0.014;74.600093;3.9854794;20 02 59.953;+38 27 28.54;12.076;0.027;;;;;;;;;;;;;;;;;;;;;;;11.864;2.096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7043;/;52740;;300.7604595;0.021;5.7379194;0.014;46.496133;-13.0969292;20 03 02.508;+05 44 16.68;7.858;0.0;;;0.113;0.013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7044;?;52910;;300.7786661;0.01;36.8929131;0.013;73.2816672;3.1379936;20 03 06.864;+36 53 34.48;9.424;0.0;;;;;;;;;;;;;;;;;;;;;;;9.3524;0.097;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7045;;52940;;300.7880024;0.012;41.4746026;0.012;77.1882375;5.5505696;20 03 09.090;+41 28 28.21;;;;;0.35;0.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7046;;52750;A;300.8051173;0.02;0.7005356;0.013;41.9729477;-15.5823264;20 03 13.231;+00 42 02.09;8.839;0.0;;;;;;;0.858;;;;-0.661;;;;1.519;;;;-0.527;;;;8.8103;0.081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7047;?;52930;;300.8193053;0.015;38.0922768;0.017;74.3179813;3.7458152;20 03 16.628;+38 05 32.50;8.475;0.0;;;;;;;;;;;;;;;;;;;;;;;8.5838;0.096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7048;;52550;;300.8339156;0.019;-54.5373857;0.015;343.5587126;-32.0552427;20 03 20.138;-54 32 14.54;9.053;0.0;;;0.188;0.015;;;;;;;;;;;;;;;;;;;8.9477;0.147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7049;*;52840;;300.8750866;0.034;16.0312159;0.029;55.5780237;-7.9681655;20 03 30.016;+16 01 52.73;;;;;-0.095;0.007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7050;;51950;;300.8823106;0.075;-78.8307886;0.094;315.2181927;-30.0454041;20 03 31.709;-78 49 50.48;;;;;0.541;0.012;;;1.051;;;;-0.269;;;;1.32;;;;-0.127;;;;8.1679;0.126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7051;*;52630;;300.8969657;0.019;-38.852817;0.015;1.7375455;-30.0433805;20 03 35.217;-38 51 09.28;;;;;0.252;0.002;;;0.98;;;;-0.411;;;;1.391;;;;-0.391;;;;7.004;1.129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7052;;52960;;300.9416751;0.042;34.8696819;0.05;71.6359262;1.9514537;20 03 45.998;+34 52 11.38;8.411;0.0;;;0.266;0.019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7053;?;52980;;301.0193504;0.01;39.0577131;0.011;75.221792;4.124631;20 04 04.650;+39 03 27.85;12.096;0.021;;;;;;;;;;;;;;;;;;;;;;;11.9039;0.106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7054;;52970;;301.0543023;0.094;31.2433131;0.118;68.6180757;-0.0623602;20 04 12.976;+31 14 35.47;;;;;0.271;0.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7055;?;53000;;301.0906258;0.009;36.9969151;0.011;73.502529;2.9819901;20 04 21.752;+36 59 48.96;9.766;0.0;;;;;;;;;;;;;;;;;;;;;;;9.6103;0.068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
